Number of Records,Agency Name,City,Distinct Users Non Lupa,Outlier Payments As A Percent Of Medicare Payment Amount Non Lupa,Provider Id,State,Street Address,Total Episodes Non Lupa,Total Hha Charge Amount Non Lupa,Total Hha Medicare Payment Amount For Lupas,Total Hha Medicare Payment Amount Non Lupa,Total Hha Medicare Standard Payment Amount Non Lupa,Total Lupa Episodes,Zip Code
1,"ATHENA HOME HEALTH SERVICES, INC",GLENDALE,37,0,58220,CA,512 E WILSON AVENUE SUITE 400,96,338260,,292779,251879,,91206
1,RENAISSANCE HOME HEALTH,SAN DIEGO,103,0,58281,CA,3160 CAMINO DEL RIO SOUTH STE 312,135,304374,,458174,406134,,92108
1,"SERENITY HEALTH CARE, INC",GLENDORA,41,0,58282,CA,1139 S GRAND AVENUE,93,123880,,226828,201172,,91740
1,"A'S HOME HEALTH CARE, INC",CHINO,76,0,58313,CA,14125 TELEPHONE AVENUE SUITE 14,111,183681,,310178,275219,,91710
1,"PACIFIC HEALTH SERVICES, INC",LOS ANGELES,90,0,58316,CA,3407 WEST SIXTH STREET SUITE 512,171,508807,,663064,570247,,90020
1,SANDERSON'S HOME HEALTH AGENCY,RIDGECREST,70,0,58320,CA,"720 NORTH NORMA STREET, SUITE E",118,385063,,427155,385263,,93555
1,A+ HOME HEALTH CARE,PALM SPRINGS,65,0,58331,CA,"1900 EAST TAHQUITZ CANYON WAY, STE #B-4",67,245990,,198808,182110,,92262
1,METRO CARE HOME HEALTH SERVICES INC,RANCHO CUCAMONGA,33,0,58347,CA,9620 CENTER AVENUE SUITE 180,42,69451,,121160,107719,,91730
1,BRAEWOOD HOME HEALTH INC,CAMARILLO,150,0,58391,CA,816 CAMARILO SPRINGS RD STE N,194,478374,,699435,573009,,93011
1,"MULTICARE INTERNATIONAL HOME HEALTH AGENCY, INC",DOWNEY,293,0,58393,CA,"7320 FIRESTONE BLVD, STE 212",392,772662,,1160415,997977,,90241
1,"MOBILITY HOME HEALTH SERVICES, INC",CANOGA PARK,30,0,58397,CA,"22148 SHERMAN WAY, STE 206",74,157794,,222710,194808,,91303
1,COVENANT HOME HEALTH OF CALIFORNIA,DUARTE,63,0,58402,CA,"1217 BUENA VISTA ST, STE 103-C",97,226992,,324157,279388,,91010
1,"CALIFORNIA HOME HEALTH SPECIALIST, INC",WALNUT,124,0,58403,CA,"18856 AMAR ROAD, SUITE 12",198,434338,,641008,567055,,91789
1,"SUPERIOR HOME HEALTH CARE SERVICES, INC",MONTCLAIR,89,0,58423,CA,8920 VERNON AVENUE SUITE 120,118,221753,,359737,323589,,91763
1,AMERICARE WEST HOME HEALTH SERVICES,NORWALK,32,0,58430,CA,"12440 FIRESTONE BLVD., SUITE 310",36,78997,,104861,93097,,90650
1,ST JOHN'S HOME HEALTH CARE CENTER,BAKERSFIELD,53,0,58440,CA,"4800 STOCKDALE HIGHWAY, SUITE 209",61,111672,,189240,171004,,93309
1,STARBRIGHT HOME HEALTH SERVICES,SIMI VALLEY,92,0,58449,CA,1633 ERRINGER RD STE 201A,140,325391,,492673,423664,,93065
1,"GBC CARE CONTINUUM, INC",BURBANK,83,0,58474,CA,"150 EAST OLIVE AVENUE, SUITE 207",97,214335,,327602,285564,,91502
1,"EFFICIENT HOME HEALTH SERVICES, INC",NORTH HILLS,62,0,58484,CA,"8925 SEPULVEDA BLVD, SUITE 201",229,431791,,592629,510232,,91343
1,DIVINE CARE HOME HEALTH SERVICES INC,SANTA SUSANA,166,0,58491,CA,"1985 YOSEMITE AVENUE, SUITE 250",278,629095,,865343,737067,,93063
1,GREATER HOME HEALTH CARE INCORPORATED,TORRANCE,262,0,59001,CA,"2204 TORRANCE BLVD, SUITE 101B",402,754981,,1278083,1099232,,90501
1,WEST COAST NURSING VENTURA INC,THOUSAND OAKS,188,0,59003,CA,2955 E HILLCREST DR STE 121,218,450347,,796373,654573,,91362
1,"NEW BEGINNINGS HOME HEALTH CARE, INC",LOS ANGELES,32,0,59004,CA,"5300 SANTA MONICA BLVD, SUITE 304",35,70331,,116878,100716,,90029
1,"TRIUNE HOME HEALTH PROVIDER, INC",CHINO,46,0,59015,CA,6030 RIVERSIDE DRIVE SUITE H,73,154855,,227334,204812,,91710
1,BROOKDALE HOME HEALTH,DUBLIN,111,0,59028,CA,"11501 DUBLIN BLVD, SUITE 200",149,463830,,877046,567927,,94568
1,"HEALING WAVE HOME HEALTH AGENCY, INC",BURBANK,35,0,59042,CA,"2401 WEST OLIVE AVE, STE 220",64,104905,,159573,137394,,91506
1,LIVI'S HOME HEALTH CARE,GLENDALE,81,0,59043,CA,"1224 E BROADWAY, STE 103",99,223436,,349704,301573,,91205
1,"ADVANCE HEALTHLINK, INC",MONTROSE,88,0,59044,CA,"2490 HONOLULU AVE., STE. 120",165,319655,,494761,424579,,91020
1,"BAYCAL HOME HEALTH CARE SERVICES, INC.",MILPITAS,38,0,59051,CA,"1605 S. MAIN STREET, SUITE 105",50,273064,,316490,203623,,95035
1,"UNITED HOME HEALTH AGENCY, INC",STUDIO CITY,173,0,59052,CA,"12030 RIVERSIDE DRIVE, STE B",382,678703,,1063560,915438,,91607
1,FIDELITY HOME HEALTH CARE INC,SIMI VALLEY,152,0,59073,CA,4195 VALLEY FAIR ST STE 106,294,994619,,1347269,1112346,,93063
1,CALIFORNIA HEALTH,COVINA,27,0,59084,CA,643 S SECOND AVENUE STE C,42,127568,,140014,124439,,91723
1,HEARTEN HOME HEALTH INC,SIMI VALLEY,211,0,59088,CA,1720 E LOS ANGELES AVE STE  217,300,740254,,1058872,880182,,93065
1,"NORTH CAL HOME HEALTH CARE, INC.",SAN FRANCISCO,165,0,59098,CA,"22 BATTERY ST., SUITE 426",218,449136,,954836,649772,,94111
1,OPTIMA CARE HOME HEALTH SERVICES INC,MONTCLAIR,132,0,59099,CA,8880 BENSON AVENUE SUITE 102,334,624104,,862509,770629,,91763
1,ALLIANT HOME HEALTH CARE SERVICES,WEST COVINA,25,0,59102,CA,"2149 E GARVEY AVE NORTH, SUITE A-4",44,70120,,127668,109972,,91791
1,"CLINICIAN HOME HEALTH SERVICES, INC",BREA,78,0,59112,CA,"111 S KRAEMER BLVD, SUITE A",96,173978,,309954,272039,,92821
1,"PROGRESSIVE HOME HEALTH CARE, INC",GLENDALE,83,0,59119,CA,"1451 E CHEVY CHASE DRIVE, SUITE 108",200,381520,,584124,501578,,91206
1,GLOBAL HOME HEALTH CARE INC,UPLAND,74,0,59123,CA,545 N MOUNTAIN AVENUE SUITE 207,89,176725,,284560,248103,,91786
1,"B & F HOME HEALTH, INC",LONG BEACH,53,0,59148,CA,1638 EAST ARTESIA BLVD,109,194660,,290718,249265,,90805
1,"CENTURY HOME HEALTHCARE, INC",GRANADA HILLS,71,0,59149,CA,"17050 CHATSWORTH STREET, SUTE 215",207,427626,,578365,487526,,91344
1,"SUPREME HOME HEALTH SERVICES, INC",CANOGA PARK,81,0,59150,CA,"7334 TOPANGA CANYON BLVD, SUITE 111",124,174815,,348359,301918,,91303
1,PROFESSIONAL NURSING INC,BURBANK,94,0,59161,CA,2110 NORTH GLENOAKS BOULEVARD,115,240202,,352392,303663,,91504
1,"UNIQUE HEALTHCARE, INC",GLENDORA,102,0,59181,CA,"620 WEST ROUTE 66, STE 207",217,503596,,729763,627923,,91740
1,"SIGMA HOME HEALTH CARE, INC",GLENDALE,86,0,59185,CA,"805 EAST BROADWAY, SUITE G",157,324377,,510226,439773,,91205
1,"GOODWILL HOME HEALTH SERVICES, INC",GLENDALE,38,0,59186,CA,"644 WEST BROADWAY, SUITE100",54,116837,,156734,135107,,91204
1,RELIANT HOME HEALTHCARE SERVICES,MONTCLAIR,80,0,59192,CA,8880 BENSON AVENUE UNIT 118,139,248191,,421852,374078,,91763
1,"LEVEL HOME HEALTH, INC",LAGUNA HILLS,38,0,59208,CA,"22961 TRITON WAY, UNIT B",60,111020,,169477,148121,,92653
1,"PROVIDENT HOME HEALTHCARE, INC",SAN DIEGO,81,0,59220,CA,7950 SILVERTON AVE SUITE 114,107,223980,,289946,257582,,92126
1,"TUSCANY HILLS HEALTH CARE SERVICES, INC",CORONA,75,0,59225,CA,232 EAST GRAND BLVD  SUITE 104,120,207350,,337913,293661,,92879
1,"VICTORY HOME HEALTH CARE, INC",BURBANK,199,0,59239,CA,909 S VICTORY BLVD,331,731702,,1222117,1049286,,91502
1,APEC HOME HEALTH CARE CORP,SAN GABRIEL,108,0,59240,CA,"7220 N ROSEMEAD BLVD, SUITE 208",131,296176,,412397,354071,,91775
1,NURSING RESOURCES,FREMONT,21,0,59258,CA,"39111 PASEO PADRE PARKWAY, SUITE 319",28,70824,,127927,86029,,94538
1,SUNCREST HOME HEALTH SERVICES INC,MONTCLAIR,98,0,59259,CA,4959 PALO VERDE STREET SUITE 206A 2,132,250545,,478375,429372,,91763
1,"TENDER LOVING TOUCH HOME HEALTH, INC",HAWTHORNE,64,0,59261,CA,12517 CRENSHAW BLVD,105,227574,,309519,269467,,90250
1,"DIVINE GRACE HOME HEALTH, INC",GLENDALE,102,0,59264,CA,"127 S BRAND BLVD, STE 340",141,243649,,410281,354260,,91204
1,"OPEN ARMS HOME HEALTH CARE, INC",INGLEWOOD,50,0,59265,CA,"301 N PRAIRIE AVENUE, SUITE 320",88,215841,,308026,259181,,90301
1,"ADVANCE HOME CARE, INC",BURBANK,24,0,59267,CA,"1903 GLENOAKS ST, SUITE B",35,108030,,138591,119281,,91504
1,ALERT HOME HEALTH CARE,DUBLIN,162,0,59273,CA,"11501 DUBLIN BOULEVARD, SUITE 200",200,285439,,663681,444749,,94568
1,"JM HOMECARE SOLUTIONS, INC",LA HABRA,17,0,59276,CA,625 SOUTH PALM STREET SUITE E,32,61369,,88497,76779,,90631
1,"ATRIUM HOME HEALTH, INC",LA HABRA,35,0,59277,CA,"1901 EAST LAMBERT RD, SUITE 207",72,203440,,232261,204520,,90631
1,"INDEPENDENCE HOME HEALTHCARE, INC",GARDENA,250,0,59279,CA,135 W WALNUT ST,347,627311,,1003731,865770,,90248
1,"ASHERAH HOME HEALTH SERVICES, INC",BURBANK,27,0,59283,CA,"2025 N GLENOAKS BLVD, STE 201",49,99831,,151842,130741,,91504
1,JMJ HOME HEALTH SERVICES,BRENTWOOD,47,0,59309,CA,"1210 CENTRAL BLVD, SUITE 121",52,183658,,208807,139451,,94513
1,"CONCORDIA HEALTH CARE PROVIDER, INC",ALHAMBRA,91,0,59327,CA,2225 W COMMONWEALTH AVE   SUITE 305,132,314420,,427271,376291,,91803
1,"OUR LADY OF LOURDES HOME HEALTH, INC",RANCHO CUCAMONGA,82,0,59337,CA,"8560 VINEYARD AVENUE, SUITE 406",134,266585,,409181,374117,,91730
1,"HOME CARE BY THE SEA, INC.",HALF MOON BAY,78,0,59340,CA,"625 MIRAMONTES STREET, SUITE 203",171,596961,,734243,499652,,94019
1,"UNITED HOME HEALTH, INC.",SAN JOSE,23,0,59347,CA,309 PIERCY ROAD,25,116530,,135782,87683,,95138
1,VALENCIA HOME CARE,BURBANK,59,0,59352,CA,"1508 W VERDUGO AVENUE, SUITE B",107,223965,,355915,306638,,91506
1,"ST JAMES HOME HEALTH, INC",SAN JOSE,57,0,59357,CA,"3221 STEVENS CREEK BOULEVARD, SUITE 203",61,135001,,231214,153580,,95117
1,EMERITUS HOME HEALTH INC,SAN JOSE,54,0,59360,CA,"1590 OAKLAND ROAD, SUITE B114",59,125160,,280718,185823,,95131
1,AMEDISYS HOME HEALTH,STOCKTON,93,0,59362,CA,"10100 TRINITY PARKWAY, SUITE 410",117,484043,,440833,353109,,95219
1,"PACIFIC COAST HOME HEALTH SERVICES, LLC",LOS ANGELES,61,0,59363,CA,"3807 WILSHIRE BLVD, SUITE 920",87,165290,,315609,272044,,90010
1,"COMPASSIONATE CARE HOME HEALTH, INC.",ALTADENA,43,0,59378,CA,"2235 NORTH LAKE AVE., SUITE 209",102,227367,,304168,262842,,91001
1,HORIZON VALLEY HOME HEALTH CARE INC,TEMECULA,111,0,59384,CA,"28999 OLD TOWN FRONT STREET, SUITE 106",171,455199,,569593,505591,,92590
1,"HOME HEALTH 2U, INC",GLENDALE,95,0,59400,CA,"333 SOUTH CENTRAL AVENUE, SUITE 107",156,318461,,489777,420030,,91204
1,AMAX HOME HEALTH INC,TORRANCE,90,0,59407,CA,22750 HAWTHORNE BLVD SUITE 211,116,179572,,365406,315033,,90505
1,"SANITY HOME HEALTH SERVICES, INC",LOS ANGELES,11,0,59412,CA,10501 SOUTH WESTERN AVENUE,19,44073,,47384,40804,,90047
1,ARISE HOME CARE CORP,CLAREMONT,84,0,59417,CA,"1420 N. CLAREMONT BLVD, UNIT 203B",130,264903,,384064,333587,,91711
1,ALL AMERICANS CHOICE HOME HEALTH INC,SAN BERNARDINO,179,0,59420,CA,2619 S WATERMAN AVENUE SUITE C,249,671161,,919936,837020,,92408
1,AMEDISYS HOME HEALTH,FRESNO,24,0,59424,CA,"7265 NORTH 1ST STREET, STE 102",32,89948,,86375,78235,,93720
1,COLUMBIA EXCEL HOME HEALTH CARE,WEST HILLS,17,0,59425,CA,"7325 MEDICAL CENTER DRIVE, SUITE 307",32,97050,,96984,83534,,91307
1,"ALLWELL MEDICAL SERVICES, INC",INGLEWOOD,11,0,59427,CA,904 NORTH LA BREA AVE#2,33,58240,,93139,80260,,90302
1,"DEVOTED NURSES HOME HEALTH CARE,  INC",VAN NUYS,64,0,59439,CA,"5627 SEPULVEDA BLVD, SUITE 215",85,235215,,335289,287886,,91411
1,"CORE HOME HEALTH AGENCY, INC",GLENDALE,30,0,59443,CA,"421 ARDEN AVENUE, SUITE B",38,89405,,127339,109901,,91203
1,ABSOLUTE HOME HEALTH INC,SAN DIEGO,35,0,59447,CA,"4740 MURPHY CANYON ROAD, SUITE 222",37,60004,,92771,81288,,92123
1,"NEXUS HOME HEALTH, INC",OXNARD,31,0,59454,CA,4107 SAVIERS ROAD,50,124800,,171784,140696,,93033
1,KENO HOME HEALTH AGENCY LLC,RANCHO CUCAMONGA,22,0,59455,CA,10970 ARROW ROUTE SUITE 211,29,57600,,81150,73925,,91730
1,HEAVENLY HOME HEALTH  INC,GLENDALE,61,0,59456,CA,"805 EAST BROADWAY, SUITE H",86,150911,,247902,213342,,91205
1,"FARALLON HOME HEALTH CARE, LLC",BURLINGAME,42,0,59462,CA,"533 AIRPORT BOULEVARD, SUITE 521",51,140218,,250725,168126,,94010
1,SAN LORENZO HOME HEALTH,FRESNO,59,0,59466,CA,4021 N FRESNO STREET #105,68,358367,,292397,268074,,93726
1,"STEWARD HOME HEALTH AGENCY, INC.",DOWNEY,12,0,59467,CA,8607 IMPERIAL HWY SUITE # 203,13,21630,,37739,33707,,90242
1,APPLE HEALTHCARE INC,RANCHO CUCAMONGA,68,0,59469,CA,9613 ARROW ROUTE BLDG 3 SUITE K,102,233353,,319164,287931,,91730
1,NOVA CARE HOME HEALTH SERVICES INC,BRENTWOOD,31,0,59470,CA,1210 CENTRAL BLVD,34,51760,,129272,86559,,94513
1,"ST. PATRICK HOME HEALTH PROVIDERS, INC",SAN JOSE,92,0,59475,CA,"25 N 14TH STREET, SUITE 440",102,202881,,453521,295282,,95112
1,ADVANTAGE HEALTH SYSTEMS,RIVERSIDE,22,0,59476,CA,1525 THIRD STREET,26,76338,,78972,72326,,92507
1,ALL IN ONE HOME HEALTH AGENCY INC,SAN BERNARDINO,49,0,59478,CA,435 ORANGE SHOW LN SUITE 202,91,190937,,233510,213012,,92408
1,"GOLDEN STATE HOME HEALTH, LLC",OAKLAND,13,0,59481,CA,"7700 EDGEWATER DRIVE, SUITE 800",13,75500,,41691,27966,,94621
1,"PARAGON HOME HEALTH CARE & HOSPICE, INC.",MILPITAS,26,0,59484,CA,"920 HILLVIEW COURT, SUITE 170 B",30,71418,,117829,76493,,95035
1,"PROMED CARE HOME HEALTH, INC.",N HOLLYWOOD,25,0,59485,CA,"6260 LAUREL CANYON BOULEVARD, SUITE 301",34,68265,,103708,89276,,91606
1,VISTA REHAB HOME HEALTH AGENCY,LIVERMORE,36,0,59496,CA,"1530 HOLMES STREET, BUILDING D",43,100620,,238531,159940,,94550
1,"DIAMOND HOME HEALTH SERVICES, INC",DIAMOND BAR,12,0,59499,CA,1200 SOUTH DIAMOND BAR BLVD SUITE 213,23,35775,,62048,53840,,91765
1,"AID HOME HEALTH CARE, INC",GLENDALE,37,0,59504,CA,"1007 SOUTH CENTRAL AVE, SUITE 208",53,113360,,157245,135377,,91204
1,PREMIER HOME HEALTH CARE & HOSPICE INC,CARMICHAEL,71,0,59506,CA,5441 FAIR OAKS BLVD SUITE B3,74,153860,,249860,184750,,95608
1,"BAYHEALTH, INC",CAMPBELL,13,0,59507,CA,"30 UNION AVENUE, SUITE 126",13,25180,,54056,34879,,95008
1,LIFEGUARD HOME HEALTH SOUTHBAY & PENINSULA,MILPITAS,25,0,59509,CA,960 JACKLIN ROAD,25,42200,,103409,66657,,95035
1,AMERICAN HOSPICE AND HOME HEALTH CARE SERVICES INC,BRENTWOOD,28,0,59510,CA,613 - 1ST STREET SUITE 206,32,74990,,134920,99512,,94513
1,"EXECUTIVE HOME HEALTH, INC",PASADENA,63,0,59541,CA,"750 SOUTH RAYMOND AVE, SUITE 123",63,88901,,193988,167677,,91105
1,YUMA DISTRICT HOSPITAL HOME HEALTH CARE,YUMA,77,0,67161,CO,1000 WEST 8TH AVENUE,92,346690,,219697,212787,,80759
1,INTERIM HEALTHCARE OF WESTERN COLORADO INC,GRAND JUNCTION,15,0,67243,CO,"2764 COMPASS DRIVE, #225",15,23067,,37032,39153,,81506
1,RANGELY DISTRICT HOSPITAL HOME HEALTH,RANGELY,18,0,67267,CO,225 EAGLE CREST DRIVE,34,92660,,79799,77136,,81648
1,BEST CARE HOME HEALTH,ENGLEWOOD,36,0,67271,CO,888 WEST ITHACA AVE,44,100325,,133554,130832,,80110
1,LINCOLN COMMUNITY HOME HEALTH,HUGO,40,0,67277,CO,111 6TH STREET,51,134999,,133833,133182,,80821
1,VISITING NURSE ASSOCIATION-COLORADO SPRINGS,COLORADO SPRINGS,19,0,67302,CO,"5373 N UNION BLVD, #101",20,64897,,49548,52505,,80918
1,PROFESSIONAL HOME HEALTH CARE INC,LONGMONT,70,0,67451,CO,1629 HARVARD STREET,80,213717,,235915,230711,,80503
1,TRU COMMUNITY CARE,LAFAYETTE,18,0,67464,CO,"2594 TRAILRIDGE DRIVE EAST, #A",22,33752,,40190,39278,,80026
1,ETAHNU IN-HOME SERVICES TMK SHALOM HOME HEALTH,AURORA,12,0,67485,CO,14800 E BELLEVIEW DRIVE,12,35550,,37548,36764,,80015
1,ATLAS HOME HEALTH,DENVER,23,0,67492,CO,10200 E GIRARD AVE BUILDING A SUITE 111,27,66367,,89505,87636,,80231
1,HARDEN HOME HEALTH COLORADO,COLORADO SPRINGS,96,0,67499,CO,2950 PROFESSIONAL PLACE SUITE 201,118,367105,,378171,405328,,80904
1,WELCOME HOME CARE,NORTH HAVEN,133,0,77240,CT,110 WASHINGTON AVENUE,158,354303,,551206,481973,,06473
1,COMPASSIONATE HOME CARE LLC,NORWALK,40,0,77257,CT,"40 RICHARDS AVENUE, SUITE 307",45,103577,,155989,128687,,06854
1,KBC NURSING AGENCY & HOME HEALTH CARE INC,WASHINGTON,118,0,97057,DC,7506 GEORGIA AVENUE NW UNIT 1,163,271807,,459179,450890,,20012
1,"ABA HOME HEALTH CARE, INC",WASHINGTON,71,0,97061,DC,"821 KENNEDY STREET, NW",132,501720,,440453,433042,,20011
1,"JD NURSING AND MANAGEMENT SERVICES, INC",WASHINGTON,66,0,97064,DC,"6120 KANSAS AVENUE, NW",80,181820,,235747,227618,,20011
1,TENDER TOUCH HEALTH CARE DISTRICT III FLA,CLERMONT,41,0,103124,FL,205 HATTERAS AVE SUITE 102,55,217742,,141806,156391,,34711
1,HUMANCARE SERVICE INC,MIAMI,128,0,103128,FL,8660 W FLAGLER ST STE 103,159,527901,,751823,754836,,33144
1,ACTION HOME CARE,JUPITER,69,0,103139,FL,1928 COMMERCE LANE STE 3,74,160336,,231651,252071,,33458
1,AMICABLE HOME HEALTH CARE INC,WEST PALM BEACH,63,0,103140,FL,2101 VISTA PARKWAY SUITE 102,75,233349,,250144,259593,,33411
1,FAMILY HOME CARE GROUP,ORLANDO,108,0,103144,FL,5401 S KIRKMAN RD STE 510,172,378194,,503358,547576,,32819
1,E & R HEALTH CARE INC,MIAMI,69,0,103146,FL,5209 NW 74TH AVE STE 216,96,163101,,475265,477533,,33166
1,GENESIS HOME HEALTH CARE SERVICES OF CENTRAL FLORI,ORLANDO,65,0,103148,FL,5104 N ORANGE BLOSSOM TRAIL STE 208,71,198361,,215345,234311,,32810
1,STAY-AT-HOME HOME HEALTH CARE INC,BUSHNELL,81,0,103150,FL,108 N JUMPER DR,118,567632,,394577,444037,,33513
1,ACE HOMECARE,SARASOTA,46,0,103151,FL,4901 CLARK ROAD,46,155048,,149800,165607,,34233
1,WELCOME HOME HEALTHCARE INC,JUPITER,112,0,103158,FL,4600 MILITARY TRL STE 208,161,396466,,519632,541728,,33458
1,ALL ABOUT HOME CARE MANAGEMENT LLC,OCALA,68,0,103167,FL,6158 SW STATE RD 200 STE 204,116,350472,,259860,295058,,34478
1,ELITE HOME HEALTH SERVICES LLC,FORT LAUDERDALE,86,0,103168,FL,2480 E COMMERCIAL BLVD STE 4,187,893113,,694953,685899,,33308
1,SIMONE HEALTH CARE LLC,PINELLAS PARK,15,0,103170,FL,9365 US HWY 19 N STE D,40,91350,,69394,76168,,33782
1,CENTRAL FLORIDA HOME HEALTH LLC,MOUNT DORA,40,0,103184,FL,633 N DONNELLY STREET,55,99960,,164721,182884,,32757
1,RENAISSANCE HEALTH GROUP INC,TAMPA,26,0,103187,FL,4311 W WATERS AVE STE 205,34,65450,,100459,110373,,33614
1,"CAREGIVERS OF AMERICA, INC",TAMARAC,50,0,103195,FL,7649 N.W. 57TH ST,53,251740,,209238,209964,,33321
1,BOCA HOME CARE AT BROWARD INC,CORAL SPRINGS,15,0,103196,FL,7401 WILES RD STE 229,17,35155,,56114,55719,,33067
1,PRIMECARE HOME HEALTH,SAINT PETERSBURG,68,0,103197,FL,6630 34TH AVE N,87,308133,,277490,304628,,33710
1,RELIANT HOME HEALTH CARE LLC,CLEARWATER,12,0,103199,FL,4500 140 AVENUE NORTH STE 119,12,17115,,23882,26218,,33762
1,"VISITING NURSE ASSOCIATION OF FLORIDA, INC.",BRADENTON,30,0,107614,FL,3806 MANATEE AVE WEST,34,60962,,83837,98385,,34205
1,"COMMUNITY HOME HEALTH CARE SERVICES, LLC",BRADENTON,22,0,107703,FL,707 60TH ST CT E STE C,24,53201,,60872,64639,,34208
1,MEDSTAR HOME HEALTH,BOYNTON BEACH,16,0,107714,FL,8198 JOG ROAD SUITE 101,20,58444,,66028,68833,,33472
1,VANTAGE HOME CARE INC,SPRING HILL,22,0,107720,FL,1275 KASS CIR,51,94651,,124684,136453,,34606
1,AMERICAN HOME CARE,PUNTA GORDA,50,0,107737,FL,2421 SHREVE STREET UNIT 113,53,122344,,128683,148084,,33950
1,VISITING NURSE ASSOCIATION OF FLORIDA INC,SARASOTA,28,0,107738,FL,2750 BAHIA VISTA ST STE 210,41,95462,,135043,156620,,34239
1,MEDSOUTH HOME HEALTH LLC,BONIFAY,107,0,107765,FL,201 N ETHERIDGE ST,161,374924,,372124,430498,,32425
1,JOYAL HEALTH CARE SERVICES INC,JACKSONVILLE,49,0,107789,FL,9905 ST AUGUSTINE RD STE 503,92,300323,,292592,325188,,32257
1,A & A HOMECARE INC,WEWAHITCHKA,165,0,108001,FL,211 N HWY 71,309,574484,,785665,909354,,32465
1,"MEDCORP PIC, INC.",DELRAY BEACH,21,0,108016,FL,5300 W ATLANTIC BLVD STE 404,31,68715,,101843,106168,,33484
1,ADVOCATE HOME HEALTH CARE INC,LECANTO,76,0,108043,FL,2653 N LECANTO HWY,136,346460,,344364,399067,,34461
1,PREFERRED HOME HEALTH SERVICES INC,ORLANDO,209,0,108156,FL,12701 S JOHN YOUNG PKWY STE 219,422,1440138,,1157680,1258909,,32837
1,"HEALTH FORCE, INC.",BOCA RATON,79,0,108162,FL,123 NW 13 ST  STE 224,267,882724,,924817,963190,,33432
1,BRIDGES HOME HEALTH INC,FORT MYERS,187,0,108173,FL,1931 WINKLER AVE,226,528533,,603109,654313,,33901
1,ASSOCIATED HOME HEALTH,VERO BEACH,15,0,108212,FL,7402 US 1,16,52862,,44581,49437,,32967
1,CAPRI HOME CARE,TAMPA,92,0,108219,FL,1908 WEST BUSCH BLVD,163,414671,,473615,519815,,33612
1,FLORIDA AFFORDABLE HOME HEALTH CARE CORP,MIAMI,72,0,108294,FL,1401 SW 87 AVE,147,281780,,495917,496645,,33174
1,BRIDGEPORT HOME HEALTH CARE,NAPLES,30,0,108318,FL,10661 AIRPORT PULLING RD #9,55,139775,,153321,164976,,34109
1,BLUE HOPE PROFESSIONAL CARE INC,MIAMI,178,0,108333,FL,2711 SW 137 AVE STE 79,201,274600,,734675,737174,,33175
1,HEALTHSOUTH HOME HEALTH OF SPRING HILL,BROOKSVILLE,204,0,108449,FL,12440 CORTEZ BLVD,229,992954,,729613,800832,,34613
1,EMERALD HOME HEALTH CARE SERVICES LLC,CLEARWATER,42,0,108455,FL,2420 ENTERPRISE RD STE 106,65,199655,,207055,225777,,33763
1,HEALTH AT HOME,ALTAMONTE SPRINGS,34,0,109026,FL,385 DOUGLAS AVENUE SUITE 2200,44,132102,,123772,135211,,32714
1,HEALTH AT HOME,STUART,86,0,109028,FL,"10 SE CENTRAL PKWY, STE 307",128,410927,,398440,417054,,34994
1,HEALTH AT HOME,DELRAY BEACH,55,0,109058,FL,800 NW 17 AVE,73,255716,,244959,254961,,33445
1,"COMPASSIONATE HOME CARE,  INC.",ZEPHYRHILLS,30,0,109139,FL,5343 6TH ST,75,186512,,235749,258832,,33542
1,EASY HOME CARE SVCES INC,HIALEAH,112,0,109209,FL,7635 W 28 AVENUE SUITE A-B,164,281001,,747176,750747,,33016
1,MARCIALED HEALTHCARE CORP,MIAMI,322,0,109214,FL,5209 NW 74 AVE STE 217,396,880361,,2329893,2337840,,33166
1,MAXIMUM HOME HEALTH CARE INCORPORATED,CLEARWATER,68,0,109215,FL,2725 PARK DRIVE SUITE 3,140,359222,,376893,412935,,33763
1,"ORTHOPAEDIC HOME HEALTH AND REHABILITATION, INC.",WEST PALM BEACH,28,0,109276,FL,2101 VISTA PKWY STE 252,54,171185,,214876,227363,,33411
1,S E T HOME HEALTH,CRYSTAL RIVER,218,0,109342,FL,8016 W GULF TO LAKE HWY,299,2017973,,1093496,1262424,,34429
1,ANANDA NURSING,CLEARWATER,14,0,109406,FL,13575 58TH ST N STE 256,23,55545,,71177,77460,,33760
1,ANCON SENIOR CARE CORP,MIAMI GARDENS,265,0,109438,FL,5190 NW 167TH ST STE 113,300,794905,,1435501,1442354,,33014
1,HEALTH FIRST HOME CARE,SEBASTIAN,13,0,109443,FL,1623 US HWY 1 STE A1,13,17988,,28025,31214,,32958
1,LEEDER HOME HEALTH CARE SERVICES LLC,ORLANDO,126,0,109446,FL,824 LAKE BALDWIN LANE,234,676309,,733079,797883,,32803
1,ALL ABOUT YOU HOME HEALTH AGENCY INC,BOCA RATON,26,0,109462,FL,1499 W PALMETTO PARK ROAD SUITE 159,32,59260,,118872,123589,,33486
1,"NURSING PLUS OF BROWARD, LLC",MIRAMAR,23,0,109504,FL,3600 S ST RD 7 STE 36,30,62296,,94067,91237,,33023
1,K & D HOME HEALTH CARE CORP,BOCA RATON,22,0,109518,FL,7251 W PALMETTO PARK RD STE 203,61,181940,,127058,132475,,33433
